rank,author,composite_score,count,team_size,grade,game_position,performance_score,participation_score,community_score,Fun_score,Overall_score,Mood_score,Graphics_score,Innovation_score,Audio_score,Theme_score,Humor_score
10,40622,2673.8119977445967,5,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,5.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
12,212592,2643.8119977445963,3,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,3.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
12,143240,2643.8119977445963,3,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,3.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
12,213967,2643.8119977445963,3,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,3.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
15,212580,2628.8119977445967,2,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,2.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
15,253616,2628.8119977445967,2,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,2.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
17,277492,2613.8119977445963,1,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,1.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
17,147359,2613.8119977445963,1,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,1.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
17,180889,2613.8119977445963,1,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,1.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
17,276252,2613.8119977445963,1,11,75.125,"[60.0, 333.0, 460.0, 1104.0, 111.0, 49.0, 324.0, 37.0]",0.7884305933717379,1.0,169.574790413905,0.7434740963855421,0.7911399999999998,0.9053838150289018,0.902635805539853,0.7250278120262759,0.8792141342756185,0.6200935948241002,0.7542451374088615
21,5979,2490.4356046235666,1,3,44.875,"[92.0, 49.0, 469.0, 279.0, 243.0, 8.0, 62.0, 142.0]",0.8129795782709531,1.0,161.23513560964,0.8766507228915663,0.74426,0.8570757225433525,0.8659702769926512,0.7449434866093987,0.9344598586572437,0.8457544682571774,0.8761681435782389
21,5982,2490.4356046235666,1,3,44.875,"[92.0, 49.0, 469.0, 279.0, 243.0, 8.0, 62.0, 142.0]",0.8129795782709531,1.0,161.23513560964,0.8766507228915663,0.74426,0.8570757225433525,0.8659702769926512,0.7449434866093987,0.9344598586572437,0.8457544682571774,0.8761681435782389
21,6769,2490.4356046235666,1,3,44.875,"[92.0, 49.0, 469.0, 279.0, 243.0, 8.0, 62.0, 142.0]",0.8129795782709531,1.0,161.23513560964,0.8766507228915663,0.74426,0.8570757225433525,0.8659702769926512,0.7449434866093987,0.9344598586572437,0.8457544682571774,0.8761681435782389
24,9649,2467.5638949172017,8,3,31.75,"[53.0, 66.0, 97.0, 326.0, 150.0, 102.0, 230.0, 80.0]",0.8222777559432403,8.0,152.66696346674502,0.8450903614457831,0.7945,0.8577471676300576,0.8617218993781797,0.8242956038403233,0.8129481978798587,0.7948328912252325,0.7296011777902411
24,9653,2467.5638949172017,8,3,31.75,"[53.0, 66.0, 97.0, 326.0, 150.0, 102.0, 230.0, 80.0]",0.8222777559432403,8.0,152.66696346674502,0.8450903614457831,0.7945,0.8577471676300576,0.8617218993781797,0.8242956038403233,0.8129481978798587,0.7948328912252325,0.7296011777902411
26,105243,2437.603909260829,7,2,173.5,"[76.0, 133.0, 199.0, 806.0, 34.0, 45.0, 77.0, 48.0]",0.7916629894404108,7.0,151.8125,0.8011148192771084,0.74922,0.8746363005780347,0.9302540305257208,0.770753249115715,0.8631942049469963,0.628384019409624,0.8285643073471676
27,265725,2430.864094331158,1,3,344.875,"[44.0, 269.0, 75.0, 139.0, 47.0, 53.0, 911.0, 22.0]",0.829308490445119,1.0,157.1875,0.7785119277108433,0.82914,0.921004971098266,0.9325293951384963,0.8588506215260232,0.8740940636042401,0.8739378892033967,0.5206590128996074
27,179048,2430.864094331158,1,3,344.875,"[44.0, 269.0, 75.0, 139.0, 47.0, 53.0, 911.0, 22.0]",0.829308490445119,1.0,157.1875,0.7785119277108433,0.82914,0.921004971098266,0.9325293951384963,0.8588506215260232,0.8740940636042401,0.8739378892033967,0.5206590128996074
27,265754,2430.864094331158,1,3,344.875,"[44.0, 269.0, 75.0, 139.0, 47.0, 53.0, 911.0, 22.0]",0.829308490445119,1.0,157.1875,0.7785119277108433,0.82914,0.921004971098266,0.9325293951384963,0.8588506215260232,0.8740940636042401,0.8739378892033967,0.5206590128996074
30,104697,2392.603909260829,4,2,173.5,"[76.0, 133.0, 199.0, 806.0, 34.0, 45.0, 77.0, 48.0]",0.7916629894404108,4.0,151.8125,0.8011148192771084,0.74922,0.8746363005780347,0.9302540305257208,0.770753249115715,0.8631942049469963,0.628384019409624,0.8285643073471676
31,382838,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,382844,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,382845,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,382846,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,385813,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,385809,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
31,382819,2391.9762420168727,1,7,164.25,"[177.0, 219.0, 318.0, 872.0, 242.0, 366.0, 326.0, 399.0]",0.7023391716696145,1.0,155.1875,0.7912071084337349,0.59156,0.7591692485549133,0.84709986433013,0.7651738352703386,0.7042035335689045,0.6532775495349776,0.7334686259113853
38,103086,2379.2313340643163,4,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,4.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
39,28516,2378.5537927811724,2,5,21.875,"[190.0, 810.0, 3.0, 1707.0, 647.0, 835.0, 503.0, 520.0]",0.6293885837106771,2.0,153.633106128095,0.6105180722891566,0.5786399999999999,0.7387465895953756,0.7502769926512153,0.9561452248610409,0.5540102473498233,0.5729835746057419,0.7053673583847447
39,4220,2378.5537927811724,2,5,21.875,"[190.0, 810.0, 3.0, 1707.0, 647.0, 835.0, 503.0, 520.0]",0.6293885837106771,2.0,153.633106128095,0.6105180722891566,0.5786399999999999,0.7387465895953756,0.7502769926512153,0.9561452248610409,0.5540102473498233,0.5729835746057419,0.7053673583847447
39,114684,2378.5537927811724,2,5,21.875,"[190.0, 810.0, 3.0, 1707.0, 647.0, 835.0, 503.0, 520.0]",0.6293885837106771,2.0,153.633106128095,0.6105180722891566,0.5786399999999999,0.7387465895953756,0.7502769926512153,0.9561452248610409,0.5540102473498233,0.5729835746057419,0.7053673583847447
39,7879,2378.5537927811724,2,5,21.875,"[190.0, 810.0, 3.0, 1707.0, 647.0, 835.0, 503.0, 520.0]",0.6293885837106771,2.0,153.633106128095,0.6105180722891566,0.5786399999999999,0.7387465895953756,0.7502769926512153,0.9561452248610409,0.5540102473498233,0.5729835746057419,0.7053673583847447
43,139741,2364.2313340643163,3,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,3.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
43,139870,2364.2313340643163,3,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,3.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
45,5321,2363.553792781172,1,5,21.875,"[190.0, 810.0, 3.0, 1707.0, 647.0, 835.0, 503.0, 520.0]",0.6293885837106771,1.0,153.633106128095,0.6105180722891566,0.5786399999999999,0.7387465895953756,0.7502769926512153,0.9561452248610409,0.5540102473498233,0.5729835746057419,0.7053673583847447
46,315125,2362.5638949172017,1,3,31.75,"[53.0, 66.0, 97.0, 326.0, 150.0, 102.0, 230.0, 80.0]",0.8222777559432403,1.0,152.66696346674502,0.8450903614457831,0.7945,0.8577471676300576,0.8617218993781797,0.8242956038403233,0.8129481978798587,0.7948328912252325,0.7296011777902411
47,103099,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,204593,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,176806,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,103159,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,228637,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,103095,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,103057,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
47,176953,2349.2313340643163,2,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,2.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
55,212806,2334.2313340643163,1,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,1.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
55,187860,2334.2313340643163,1,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,1.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
55,215793,2334.2313340643163,1,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,1.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
55,115710,2334.2313340643163,1,15,115.625,"[90.0, 272.0, 1113.0, 969.0, 90.0, 23.0, 526.0, 26.0]",0.774733343775951,1.0,151.0,0.7727942168674697,0.74558,0.9120513294797687,0.9074571396269079,0.5554784234461849,0.9148045936395759,0.6682504650222402,0.639057476163769
59,300952,2299.213640401699,2,3,225.83333333333,"[79.0, 192.0, 159.0, 72.0, 77.0, nan, nan, 72.0]",0.7834091485957024,2.0,147.625,0.7971665060240962,0.7564799999999999,0.873414450867052,0.9070017750141321,0.8160169176351693,0.0,0.8903256692276587,0.0
60,91644,2285.901869482522,12,2,47.0,"[37.0, 163.0, 302.0, 115.0, 37.0, 1.0, nan, 8.0]",0.8351258933821087,12.0,136.496203796385,0.8045577108433735,0.8386599999999999,0.9270727167630057,0.9361852685132843,0.7566793026781202,0.9561949823321554,0.875589332794177,0.0
61,161064,2284.213640401699,1,3,225.83333333333,"[79.0, 192.0, 159.0, 72.0, 77.0, nan, nan, 72.0]",0.7834091485957024,1.0,147.625,0.7971665060240962,0.7564799999999999,0.873414450867052,0.9070017750141321,0.8160169176351693,0.0,0.8903256692276587,0.0
61,238965,2284.213640401699,1,3,225.83333333333,"[79.0, 192.0, 159.0, 72.0, 77.0, nan, nan, 72.0]",0.7834091485957024,1.0,147.625,0.7971665060240962,0.7564799999999999,0.873414450867052,0.9070017750141321,0.8160169176351693,0.0,0.8903256692276587,0.0
63,5221,2277.1668701561284,10,4,117.85714285714,"[5.0, 5.0, 35.0, 179.0, 14.0, nan, 199.0, 171.0]",0.9104195736589829,10.0,137.5625,0.9306904819277108,0.9206799999999999,0.8538668208092485,0.9594057772752966,0.9041142900454775,0.0,0.8647454832187627,0.7929171060011218
63,91279,2277.1668701561284,10,4,117.85714285714,"[5.0, 5.0, 35.0, 179.0, 14.0, nan, 199.0, 171.0]",0.9104195736589829,10.0,137.5625,0.9306904819277108,0.9206799999999999,0.8538668208092485,0.9594057772752966,0.9041142900454775,0.0,0.8647454832187627,0.7929171060011218
65,81196,2262.166870156129,9,4,117.85714285714,"[5.0, 5.0, 35.0, 179.0, 14.0, nan, 199.0, 171.0]",0.9104195736589829,9.0,137.5625,0.9306904819277108,0.9206799999999999,0.8538668208092485,0.9594057772752966,0.9041142900454775,0.0,0.8647454832187627,0.7929171060011218
66,12867,2247.1668701561284,8,4,117.85714285714,"[5.0, 5.0, 35.0, 179.0, 14.0, nan, 199.0, 171.0]",0.9104195736589829,8.0,137.5625,0.9306904819277108,0.9206799999999999,0.8538668208092485,0.9594057772752966,0.9041142900454775,0.0,0.8647454832187627,0.7929171060011218
67,235557,2215.148140536075,1,1,37.571428571429,"[70.0, 131.0, 74.0, 166.0, nan, 64.0, 40.0, 117.0]",0.7317973175132225,1.2,143.06148855401,0.8284466265060241,0.78216,0.8616909826589595,0.0,0.8623622132390096,0.8718788692579506,0.8845225151637687,0.8921897700504766
68,166493,2211.1832033786545,5,3,31.25,"[103.0, 58.0, 510.0, 10.0, 972.0, 289.0, 227.0, 102.0]",0.7835718015604237,5.0,138.755545151295,0.8748975903614458,0.7264999999999999,0.8819321387283237,0.6437811079706048,0.722068226376958,0.7640898939929328,0.9335468985038413,0.7786859450364554
68,168109,2211.1832033786545,5,3,31.25,"[103.0, 58.0, 510.0, 10.0, 972.0, 289.0, 227.0, 102.0]",0.7835718015604237,5.0,138.755545151295,0.8748975903614458,0.7264999999999999,0.8819321387283237,0.6437811079706048,0.722068226376958,0.7640898939929328,0.9335468985038413,0.7786859450364554
68,166291,2211.1832033786545,5,3,31.25,"[103.0, 58.0, 510.0, 10.0, 972.0, 289.0, 227.0, 102.0]",0.7835718015604237,5.0,138.755545151295,0.8748975903614458,0.7264999999999999,0.8819321387283237,0.6437811079706048,0.722068226376958,0.7640898939929328,0.9335468985038413,0.7786859450364554
71,163821,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,163932,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,163873,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,163933,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,172483,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,163943,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
71,163959,2207.430037767541,1,7,71.0,"[158.0, 223.0, 486.0, 289.0, 94.0, 129.0, 77.0, 120.0]",0.715301153810586,1.0,142.82393046672001,0.7680434939759035,0.6098399999999999,0.8331707514450866,0.8856387902769925,0.6838464274886306,0.8064927208480565,0.782381366761019,0.8358443073471676
78,73837,2189.8331868751416,2,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,2.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
78,215664,2189.8331868751416,2,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,2.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
78,167299,2189.8331868751416,2,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,2.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
81,220529,2174.8331868751416,1,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,1.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
81,220538,2174.8331868751416,1,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,1.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
81,227828,2174.8331868751416,1,6,349.57142857143,"[141.0, 405.0, 594.0, 398.0, 55.0, 78.0, nan, 111.0]",0.7208312410734521,1.0,140.625,0.7238490361445782,0.6574599999999999,0.859931445086705,0.9244526964386658,0.702614522486104,0.8601886219081272,0.8056985604528911,0.0
84,55462,2173.4308353321458,10,4,86.625,"[12.0, 34.0, 82.0, 74.0, 14.0, 20.0, 92.0, 77.0]",0.894335641352802,10.0,130.72182269582999,0.8810192771084336,0.89604,0.8799673988439307,0.9557657772752968,0.8500894795351186,0.9109796466431096,0.8910630489284269,0.8593604711160964
85,52174,2158.430835332146,9,4,86.625,"[12.0, 34.0, 82.0, 74.0, 14.0, 20.0, 92.0, 77.0]",0.894335641352802,9.0,130.72182269582999,0.8810192771084336,0.89604,0.8799673988439307,0.9557657772752968,0.8500894795351186,0.9109796466431096,0.8910630489284269,0.8593604711160964
86,143240,2150.901869482522,3,2,47.0,"[37.0, 163.0, 302.0, 115.0, 37.0, 1.0, nan, 8.0]",0.8351258933821087,3.0,136.496203796385,0.8045577108433735,0.8386599999999999,0.9270727167630057,0.9361852685132843,0.7566793026781202,0.9561949823321554,0.875589332794177,0.0
87,237189,2140.458384431186,2,3,62.75,"[53.0, 42.0, 93.0, 873.0, 171.0, 229.0, 194.0, 150.0]",0.8450891423926574,2.0,136.75347629758,0.8838320481927712,0.8160599999999999,0.8604484393063583,0.8815405652911249,0.8620019706922688,0.7913309540636042,0.7081762393853619,0.7952983847448121
87,184241,2140.458384431186,2,3,62.75,"[53.0, 42.0, 93.0, 873.0, 171.0, 229.0, 194.0, 150.0]",0.8450891423926574,2.0,136.75347629758,0.8838320481927712,0.8160599999999999,0.8604484393063583,0.8815405652911249,0.8620019706922688,0.7913309540636042,0.7081762393853619,0.7952983847448121
87,3066,2140.458384431186,2,3,62.75,"[53.0, 42.0, 93.0, 873.0, 171.0, 229.0, 194.0, 150.0]",0.8450891423926574,2.0,136.75347629758,0.8838320481927712,0.8160599999999999,0.8604484393063583,0.8815405652911249,0.8620019706922688,0.7913309540636042,0.7081762393853619,0.7952983847448121
90,55849,2136.077522351295,2,5,31.75,"[88.0, 153.0, 16.0, 363.0, 393.0, 361.0, 185.0, 42.0]",0.7928713316159981,2.0,136.705101942545,0.8230567469879517,0.74606,0.8986367630057803,0.7909721763708308,0.9065745325922181,0.7177086219081271,0.8065844156894459,0.8113726864834548
90,10691,2136.077522351295,2,5,31.75,"[88.0, 153.0, 16.0, 363.0, 393.0, 361.0, 185.0, 42.0]",0.7928713316159981,2.0,136.705101942545,0.8230567469879517,0.74606,0.8986367630057803,0.7909721763708308,0.9065745325922181,0.7177086219081271,0.8065844156894459,0.8113726864834548
